,Xc-4dv,MATS4s,GATS1dv,SdssC,BCUTd-1h,GATS1s,GATS1are,AATSC3d,PEOE_VSA2,AATS4v,AATS4Z,GATS3d,MATS3m,AXp-5dv,EState_VSA4,ETA_eta_L,ATSC5m,RotRatio,SsNH2,ETA_epsilon_5,SlogP_VSA2,MID_N,EState_VSA5,Xc-5dv,JGI5,GATS5pe,AATSC4d
0,0.0,-0.05205696688212516,0.535399661001829,-0.18000722372433953,3.1778798700632107,0.6541076586527937,0.8283951017221897,-0.02750287260461841,9.589074368143644,152.6581200101611,14.529411764705882,1.0317438542581212,0.06665802891466646,0.038779313733219245,24.95639286362649,6.102705052177999,-323.72386650000016,0.32,5.781840211540719,0.7642857142857142,23.343094385562793,7.774895716280598,11.336785877934737,0.05200711093498178,0.01585748792270531,1.2457876828144556,-0.0769487379072612
1,0.0,-0.11243867505185871,0.5795252883762203,-0.1475768594757929,3.1777837594674616,0.6439656394186097,0.8887511097086862,-0.04499050332383666,9.589074368143644,147.46818901565123,13.46,1.1623481781376517,-0.0019187733042942937,0.03281031349121775,19.26246486877803,5.5025644931901425,-247.6115910651852,0.3333333333333333,5.774246910331346,0.7404761904761904,23.343094385562793,7.77333783382927,0.0,0.038787652490954144,0.014722222222222223,1.2588448638190397,-0.04469135802469139
2,0.0,-0.11732893723031679,0.5701328756555916,-0.9412671009290048,3.2405441633734893,0.6086893654489189,0.6817518994394478,-0.06473874046410674,14.796327392920933,177.94380651935367,15.921985815602836,1.1497856563549993,-0.09540820504285659,0.02590361175505951,22.02982791547505,7.141331268110633,141.59830599583017,0.23684210526315788,0.0,0.7969474969474967,34.65431379808839,5.950303828961926,35.821584978801525,0.06730646131876711,0.022102272727272727,0.7718466683067802,-0.02208136978654132
3,0.0,-0.019350975136414657,0.49129672745245956,-0.6031883242218732,3.2057614105107124,0.6114897536703595,0.6678796752950101,-0.027892282232586114,9.589074368143644,163.95016238296088,16.316239316239315,1.1466420807453412,0.06218355322514625,0.028496686554683206,6.4208216229260096,6.505256145996984,-48.38234788327745,0.3448275862068966,5.771268339000853,0.8290178571428568,24.970620951061687,5.785049789694493,18.19910120538483,0.05579799792694844,0.021885521885521883,1.0839226297723816,-0.06524117942803064
4,0.0,-0.08080399460493716,0.49848266124692125,-0.07214913699456882,3.23928952851668,0.520989162835991,0.7249213589959221,0.021639051592714457,14.573052889090853,162.15082585479558,14.673469387755102,1.013804445859197,0.08026964736170565,0.03073801825334967,35.85277607554265,6.184866895800547,-412.4586125723142,0.3333333333333333,0.0,0.769230769230769,29.095947992309583,6.051657728692681,0.0,0.03477133042169582,0.018719806763285017,1.1400791183150423,-0.033384634845673805
5,0.0,-0.06936566195825453,0.6270749606849554,-0.5576163092001842,3.240623810071361,0.7297419241275174,0.8097104582504041,-0.0343564845292956,10.001790208849112,175.44885768405425,14.681481481481482,1.0716464577137192,-0.13132571073290988,0.024692220435777505,39.09198673952574,6.204539454519723,889.5158093265306,0.2,0.0,0.7425925925925924,16.098411275076003,8.056387668298765,11.639471598530877,0.040193691825431976,0.017953929539295393,0.6917098632846281,0.025009448223733934
6,0.0,-0.08065284008773413,0.6409090909090909,-0.19393091136056473,3.183173964916079,0.7566296016215249,0.902953369532478,-0.07972862681085492,9.77851570501903,180.07826761291454,15.308943089430894,1.2421507641065832,-0.0992515956617114,0.02478351488437355,22.37774074977455,5.37143522762054,665.0684155207099,0.18181818181818182,6.085412670968643,0.722549019607843,10.891158250298714,7.864770235210595,0.0,0.06884438443000648,0.02576754385964912,0.961981227210917,0.011497570597007744
7,0.0,-0.006766417444588149,0.5010073338820434,-0.3603209567675656,3.2815353095828814,0.5887572878298726,0.7295386633518728,0.010911584985659055,9.77851570501903,192.98218159294277,17.635036496350367,1.1166860700546668,0.05690182376148355,0.024970282101111768,37.08195055573136,7.170267765275247,-51.73704069140335,0.11764705882352941,5.8478452086921395,0.7670868347338934,37.07018387394901,10.125169557461462,42.2915822176174,0.16283108992916953,0.02149305555555556,0.7748945568044275,-0.0663042063420544
8,0.07905694150420949,-0.09516988216708216,0.4640530223712802,-0.4841413395068056,4.024086883804966,0.5742006359597335,0.7029702468391149,0.021224489795918344,14.581479100779312,176.66149575942424,20.93975903614458,0.9981753117913834,-0.023331514809204403,0.04000035704885601,5.007623696852766,10.23177338145633,100.77529889500028,0.11764705882352941,0.0,0.8219047619047615,57.00179993696674,8.129060445383656,23.098670827325854,0.2076211569444807,0.02586206896551724,1.3502578077597354,0.02987951807228915
9,0.15811388300841897,-0.084584678720793,0.5711231600155379,-0.7580585924737946,4.017069771462705,0.7416909343926413,0.7894059286544219,0.11831516095534789,14.796327392920933,161.82074390655453,19.82905982905983,0.7329097973327734,-0.0008549118456817764,0.04365933332902939,5.007623696852765,7.381121071827484,-1770.1820150000008,0.3333333333333333,0.0,0.8199999999999998,44.24190413711168,7.936906803089407,22.673571755869474,0.1348231784422837,0.03392156862745097,1.164745072019568,0.07247150997150999
