,ID,SMILES,IC50 (uM)
360,156024937,C1CC2=C(C=CC(=C2)C(=O)N)N(C1)CC3=CC=C(C=C3)C(=O)NO,0.14
361,444732,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,0.0395
362,156010681,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCCCCCCCC(=O)NO,3.03
363,156011963,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCCCCCC(=O)NO,0
364,156012912,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNCC4=CC=C(C=C4)C(=O)NO,0
365,156013576,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCCC(=O)NO,5.96
366,156014152,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCCCCC(=O)NO,3.96
367,156014407,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNCC4=CC=C(C=C4)/C=C/C(=O)NO,6.62
368,156015873,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)C4=CC=C(C=C4)C(=O)NO,8.62
369,156016469,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCCCCCCC(=O)NO,2.74
370,156018870,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCC(=O)NO,0
371,156020492,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCCCC(=O)NO,9.62
372,156021102,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNS(=O)(=O)C4=CC=C(C=C4)/C=C/C(=O)NO,0
373,156022065,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNS(=O)(=O)C4=CC=CC(=C4)/C=C/C(=O)NO,8.48
374,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.135
375,156012347,CN(C)S(=O)(=O)C1=CC=C(C2=NON=C12)NCCCCCC(=O)NO,0.205
376,156014451,CC(C)CC(C(=O)NO)NC(=O)NCCCCCNC1=CC=C(C2=NON=C12)S(=O)(=O)N(C)C,>100
377,156018697,CN(C)S(=O)(=O)C1=CC=C(C2=NON=C12)NCCCCCNC(=O)NCC(=O)NO,7.58
378,156021695,CN(C)S(=O)(=O)C1=CC=C(C2=NON=C12)NCCCCCCC(=O)NO,0.109
379,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.178
380,156012347,CN(C)S(=O)(=O)C1=CC=C(C2=NON=C12)NCCCCCC(=O)NO,0.357
381,156021695,CN(C)S(=O)(=O)C1=CC=C(C2=NON=C12)NCCCCCCC(=O)NO,0.304
382,146317434,CN1CC(C1)C(=O)N[C@@H](CCCCCC(=O)C2=NOC=C2)C3=NC=C(O3)C4=CC=CC=C4F,0.00082
383,146317609,CN1CC(C1)C(=O)N[C@@H](CCCCCC(=O)C2=NC=CO2)C3=NC=C(N3)C4=CC=C(C=C4)F,0.0071
384,155924154,CC1=COC(=N1)C(=O)CCCCC[C@@H](C2=NC=C(N2)C3=CC=C(C=C3)F)NC(=O)C4CCN(CC4)C,0.05
385,156010930,C1=CC(=CC=C1N2C=C(C=N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,0.061
386,146317396,C1=CC=C(C(=C1)C2=CN=C(N2)[C@H](CCCCCC(=O)C3=COC=N3)N)F,0.74
387,155925380,C1=CC=C(C(=C1)C2=CC(=NO2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,0.021
388,155925379,CC1=CC(=NO1)C(=O)CCCCC[C@@H](C2=NC=C(N2)C3=CC=CC=C3F)NC(=O)C4CN(C4)C,0.00076
389,156013288,CC1=C(C=NO1)C(=O)CCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4N=C3OC)N,1.3
390,156013864,COC1=NC2=CC=CC=C2C=C1C3=CN=C(N3)[C@H](CCCCCC(=O)C4=NC=CN4)N,4.9
391,146317294,CN1CC(C1)C(=O)N[C@@H](CCCCCC(=O)C2=NOC=C2)C3=NC=C(N3)C4=CC=CC=C4F,0.00047
392,155925021,C1=CC(=CC=C1N2C=CC(=N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,0.086
393,156017747,C1=CC(=CC=C1N2N=CC(=N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,0.081
394,146317418,C1=CC=C(C(=C1)C2=CN=C(N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,0.0085
395,156018320,COC1=NC2=CC=CC=C2C=C1C3=CN=C(N3)[C@H](CCCCCC(=O)C4=CC=NN4)N,0.7
396,146317278,CN1CC(C1)C(=O)N[C@@H](CCCCCC(=O)C2=NOC=C2)C3=NN=C(O3)C4=CC=CC=C4F,0.101
397,156021459,COC1=NC2=CC=CC=C2C=C1C3=CN=C(N3)[C@H](CCCCCC(=O)C4=NC=C(O4)CO)N,0.47
398,155925141,CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C2=NC=CS2)C3=NC=C(N3)C4=CC=C(C=C4)F,0.024
399,87331269,CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C2=CC=CC=N2)C3=NC=C(N3)C4=CC=CC=C4,0.24
400,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,1.6
401,146317434,CN1CC(C1)C(=O)N[C@@H](CCCCCC(=O)C2=NOC=C2)C3=NC=C(O3)C4=CC=CC=C4F,0.014
402,146317609,CN1CC(C1)C(=O)N[C@@H](CCCCCC(=O)C2=NC=CO2)C3=NC=C(N3)C4=CC=C(C=C4)F,0.039
403,155924154,CC1=COC(=N1)C(=O)CCCCC[C@@H](C2=NC=C(N2)C3=CC=C(C=C3)F)NC(=O)C4CCN(CC4)C,2.3
404,156010930,C1=CC(=CC=C1N2C=C(C=N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,4.3
405,146317396,C1=CC=C(C(=C1)C2=CN=C(N2)[C@H](CCCCCC(=O)C3=COC=N3)N)F,>40
406,155925380,C1=CC=C(C(=C1)C2=CC(=NO2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,1.7
407,155925379,CC1=CC(=NO1)C(=O)CCCCC[C@@H](C2=NC=C(N2)C3=CC=CC=C3F)NC(=O)C4CN(C4)C,0.02
408,156013288,CC1=C(C=NO1)C(=O)CCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4N=C3OC)N,0
409,156013864,COC1=NC2=CC=CC=C2C=C1C3=CN=C(N3)[C@H](CCCCCC(=O)C4=NC=CN4)N,0
410,146317294,CN1CC(C1)C(=O)N[C@@H](CCCCCC(=O)C2=NOC=C2)C3=NC=C(N3)C4=CC=CC=C4F,0.0047
411,155925021,C1=CC(=CC=C1N2C=CC(=N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,1.4
412,156017747,C1=CC(=CC=C1N2N=CC(=N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,3.6
413,146317418,C1=CC=C(C(=C1)C2=CN=C(N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,0.178
414,156018320,COC1=NC2=CC=CC=C2C=C1C3=CN=C(N3)[C@H](CCCCCC(=O)C4=CC=NN4)N,17
415,146317278,CN1CC(C1)C(=O)N[C@@H](CCCCCC(=O)C2=NOC=C2)C3=NN=C(O3)C4=CC=CC=C4F,2.1
416,156021459,COC1=NC2=CC=CC=C2C=C1C3=CN=C(N3)[C@H](CCCCCC(=O)C4=NC=C(O4)CO)N,20
417,155925141,CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C2=NC=CS2)C3=NC=C(N3)C4=CC=C(C=C4)F,2.8
418,87331269,CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C2=CC=CC=N2)C3=NC=C(N3)C4=CC=CC=C4,0
419,6918801,CC(C)C(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,0.044
420,156009684,C1COCCC1(C2=CC=C(C=C2)Br)C(=O)NC3=CC=C(C=C3)C(=O)NO,0.017
421,156011452,CN(C)C1=CC=C(C=C1)C2(CCCC2)C(=O)NC3=CC=C(C=C3)C(=O)NO,0.049
422,156014913,C1CCC(CC1)(C2=CC=C(C=C2)C3=CNN=C3)C(=O)NC4=CC=C(C=C4)C(=O)NO,0.01
423,156015352,C1CCC(C1)(C2=CN=C(N2)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)C(=O)NO,0.021
424,156015592,C1CCC(C1)(C2=CC=C(C=C2)C3=CC(=CC=C3)C(=O)O)C(=O)NC4=CC=C(C=C4)C(=O)NO,0.013
425,156016822,C1COCCC1(C2=CC3=CC=CC=C3C=C2)C(=O)NC4=CC=C(C=C4)C(=O)NO,0.008
426,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.92
427,34244817,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(N=C2)C3=CC=CC=C3)C)C,0
428,156010365,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(C(=C2)C)C3=CC=CC(=C3)NC(=O)CCCCCCC(=O)NO)C)C,1.33
429,156013097,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(N=C2)C3=CC=CC(=C3)NC(=O)CCCCCCC(=O)NO)C)C,2.36
430,20776362,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)SCC[C@@H](C(=O)O)N)O)O)N,0
431,156016556,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C(N(C(=C2)C)C3=CC=CC=C3)C)C,0
432,156009802,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCCN(C5)C,0.0185
433,149682244,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)C4=NOC5(C4)CCN(CC5)C,0.0052
434,147105312,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC(F)(F)F,0.0098
435,156011362,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC,0.0014
436,153582288,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)C4CCC5(CC4)CN(C5)C,0.0036
437,156011619,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CCC45CCN(CC5)CC,0.002
438,156011886,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CC45CCCN(C5)C,0.0246
439,156012150,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CC45CN(C5)C,0.0036
440,156012420,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CN(C5)C,0.0071
441,156013262,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC6=CN=CC=C6,0.0039
442,156013472,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)CC4CC5(C4)CN(C5)C,0.0051
443,156013627,CCC(=O)CCCCC[C@@H](C1=NC(=NN1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC,0.103
444,156014230,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4C[C@@]45CCN(C5)C,0.0065
445,156014765,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C(=O)C,0.041
446,153582210,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4C[C@@]45CCN(C5)C,0.0313
447,151151287,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CC45CCN(CC5)C,0.0313
448,153084466,CCCN1CCC2(CC1)C[C@@H]2C(=O)N[C@@H](CCCCCC(=O)CC)C3=NC=C(N3)C4=CC5=CC=CC=C5N=C4OC,0.0103
449,156016174,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)C4CC5(C4)CN(C5)C,0.0054
450,156016369,CCC(=O)CCCCC[C@@H](C1=NC(=NN1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C,0.11
451,153582290,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C,0.0014
452,156017390,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCC(CC5)N(C)C,0.0018
453,156017949,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4C[C@]45CCN(C5)C,0.0052
454,147125573,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CCC(F)(F)F,0.0131
455,156018682,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC6=CC=CC=C6,0.0081
456,156018960,CCC(=O)CCCCC[C@@H](C1=NN=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C,0.0582
457,153032286,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C(C)C,0.0014
458,156019508,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CC45CCOCC5,0.0831
459,156019655,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CC45CCC(CC5)N(C)C,0.0226
460,156019746,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CCC45CCN(CC5)CC,0.0092
461,156019913,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4C[C@]45CCN(C5)C,0.0187
462,149256177,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC6CC6,0.00069
463,156020756,CCC(=O)CCCCC[C@@H](C1=NC=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC,0.0045
464,146894788,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC6=CC=C(C=C6)OC,0.0174
465,156021671,CCC(=O)CCCCC[C@@H](C1=NC=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C,0.0047
466,156021997,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCOCC5,0.0313
467,156022127,CCC(=O)CCCCC[C@@H](C1=NC=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C(C)C,0.0177
468,155512551,C1CN=C2C3=C(C=CC(=C3)I)SC(=S)N2C1,>50
469,155513471,C1CN2C(=N1)C3=C(C=CC=C3SC2=S)F,>50
470,155514603,C1CN2C(=N1)C3=C(C=C(C=C3)Cl)SC2=S,>50
471,155515284,C1CN2C(=N1)C3=C(C=CC=C3Cl)SC2=S,>50
472,155515602,C1CN2C(=N1)C3=C(C=CC(=C3)F)SC2=S,>50
473,155515864,C1CN=C2C3=C(C=CC=C3I)SC(=S)N2C1,8.1
474,129104374,C1CN=C2C3=C(C(=CC=C3)F)SC(=S)N2C1,>50
475,129104183,C1CN=C2C3=C(C=C(C=C3)Br)SC(=S)N2C1,>50
476,44623152,CC1=CC2=C(C=C1)C3=NCCCN3C(=S)S2,>50
477,155529066,CC1=C2C(=CC=C1)C3=NCCN3C(=S)S2,>50
478,155529137,C1CN2C(=N1)C3=C(C=C(C=C3)Br)SC2=S,>50
479,129104227,C1CN=C2C3=C(C=CC(=C3)F)SC(=S)N2C1,>50
480,135367138,C1CN=C2C3=C(C=CC=C3Br)SC(=S)N2C1,>50
481,155531452,C1CN=C2C3=C(C=C(C=C3)Cl)SC(=S)N2C1,>50
482,155531957,C1CN=C2C3=C(C=C(C=C3)C#N)SC(=S)N2C1,>50
483,129104402,C1CN2C(=N1)C3=C(C(=CC=C3)F)SC2=S,>50
484,14113325,C1CN2C(=N1)C3=C(C(=CC=C3)Cl)SC2=S,>50
485,155537573,C1CN2C(=N1)C3=C(C=CC(=C3)Br)SC2=S,>50
486,129104349,C1CN2C(=N1)C3=C(C=CC(=C3)Cl)SC2=S,>50
487,155539319,COC1=CC2=C(C=C1)C3=NCCN3C(=S)S2,>50
488,155540189,C1CN=C2C3=C(C=CC=C3Cl)SC(=S)N2C1,14
489,155544459,C1CN2C(=N1)C3=C(C=CC=C3Br)SC2=S,45
490,155545078,COC1=CC2=C(C=C1)SC(=S)N3C2=NCC3,>50
491,155546325,C1CN=C2C3=C(C=CC=C3SC(=S)N2C1)F,>50
492,155546632,C1CN2C(=N1)C3=C(C=CC(=C3)I)SC2=S,>50
493,155549087,CC1=C2C(=CC=C1)C3=NCCCN3C(=S)S2,>50
494,155550827,CN(C)C1=CC2=C(C=C1)C3=NCCN3C(=S)S2,50
495,14113324,C1CN2C(=N1)C3=CC=CC=C3SC2=S,>50
496,129104426,C1CN=C2C3=C(C=CC(=C3)Cl)SC(=S)N2C1,>50
497,129104138,CC1=C2C(=CC=C1)SC(=S)N3C2=NCCC3,>50
498,155555957,C1CN=C2C3=C(C(=CC=C3)Cl)SC(=S)N2C1,>50
499,44623153,C1CN=C2C3=C(C=C(C=C3)F)SC(=S)N2C1,>50
500,121278998,CC1=CC2=C(C=C1)SC(=S)N3C2=NCCC3,>50
501,155562249,C1CN2C(=N1)C3=C(C=C(C=C3)C#N)SC2=S,>50
502,135367789,CN(C)C1=CC2=C(C=C1)C3=NCCCN3C(=S)S2,>50
503,155564750,CC1=CC2=C(C=C1)SC(=S)N3C2=NCC3,>50
504,121279020,C1CN=C2C3=C(C=CC(=C3)C(F)(F)F)SC(=S)N2C1,>50
505,155565674,C1CN2C(=N1)C3=C(C=C(C=C3SC2=S)Br)F,50
506,155566122,C1CN2C(=N1)C3=C(C=CC=C3I)SC2=S,>50
507,155566461,CC1=CC2=C(C=C1)C3=NCCN3C(=S)S2,>50
508,155567444,C1CN=C2C3=C(C=CC(=C3)Br)SC(=S)N2C1,>50
509,155568350,CC1=C2C(=CC=C1)SC(=S)N3C2=NCC3,>50
510,44623002,C1CN=C2C3=CC=CC=C3SC(=S)N2C1,>50
511,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,0.41
512,56650312,C1=CC=C(C=C1)/C=C/CN2C=C(C=N2)/C=C/C(=O)NC3=C(C=C(C=C3)F)N,9.7
513,155513171,C1=CC=C(C=C1)NCCCCCC(=O)NC2=CC=CC=C2N,1.3
514,155514314,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N,5.4
515,155530254,CN(CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N)C3=CC=CC=C3,0.5
516,155547009,C1=CC=C(C=C1)C(=O)NCCCCC(=O)NC2=CC=CC=C2N,8.1
517,155555330,C[C@H](C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N)NC3=CC=CC=C3,4.2
518,155558642,C1=CC=C(C=C1)C(=O)CCCCCC(=O)NC2=CC=CC=C2N,3.7
519,155560779,CC(C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N)NC3=CC=CC=C3,7
520,155563524,C1=CC=C(C=C1)NCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N,1.4
521,155566833,C[C@@H](C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N)NC3=CC=CC=C3,8.3
522,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.39811
523,49850262,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,12.5892
524,46918825,CN1CCC2=C(C1)N(C3=CC=CC=C23)CC4=CC=C(C=C4)C(=O)NO,25.1189
525,60164619,CC1=C(N(C2=CC=CC=C12)CC3=CC=C(C=C3)C(=O)NO)C,12.5892
526,137634156,CN(C)CC1=CN(C2=CC=CC=C21)CC3=CC=C(C=C3)C(=O)NO,6.30957
527,155534222,CN(C)CC1=NN(C2=CC=CC=C21)CC3=CC=C(C=C3)C(=O)NO,7.94328
528,155546486,C1COCC2=C1N(C3=CC=CC=C23)CC4=CC=C(C=C4)C(=O)NO,7.94328
529,155546555,CN1CCCC1C2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(=O)NO,1.99526
530,155551057,CN1C=NC=C1C2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(=O)NO,3.16228
531,155564870,C1CCN(C1)CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(=O)NO,6.30957
532,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.051
533,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0
534,24757913,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N[C@H](C(=O)O1)C(C)C)C,1.52
535,24757913,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N[C@H](C(=O)O1)C(C)C)C,0
536,24938735,CC(C)[C@H]1C(=O)O[C@@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C=C/CCS,0.0095
537,24938735,CC(C)[C@H]1C(=O)O[C@@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C=C/CCS,0
538,155515488,CC(C)[C@H]1C(=O)O[C@@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C=C(/CCS)\F,0.00246
539,155515488,CC(C)[C@H]1C(=O)O[C@@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C=C(/CCS)\F,0
540,155518327,CC(C)[C@H]1C(=O)N[C@@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C(=C/CCS)/F,0.00742
541,155518327,CC(C)[C@H]1C(=O)N[C@@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C(=C/CCS)/F,0
542,155532640,CC(C)[C@H]1C(=O)O[C@@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C=C/C(CS)(F)F,0.01849
543,155532640,CC(C)[C@H]1C(=O)O[C@@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C=C/C(CS)(F)F,0
544,155538765,CCCCCCCC(=O)SCC/C=C(/[C@@H]1CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N[C@H](C(=O)O1)C(C)C)C)\F,1.817
545,155538765,CCCCCCCC(=O)SCC/C=C(/[C@@H]1CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N[C@H](C(=O)O1)C(C)C)C)\F,0
546,148289288,CC(C)[C@H]1C(=O)N[C@@H](C(C(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)(F)F)/C=C/CCS,0.00925
547,148289288,CC(C)[C@H]1C(=O)N[C@@H](C(C(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)(F)F)/C=C/CCS,0
548,155545380,CC(C)[C@H]1C(=O)O[C@@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C(=C/CCS)/F,0.021
549,155545380,CC(C)[C@H]1C(=O)O[C@@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C(=C/CCS)/F,0
550,155564400,CC(C)[C@H]1C(=O)O[C@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C(=C/CCS)/F,0.09551
551,155564400,CC(C)[C@H]1C(=O)O[C@H](CC(=O)NCC2=NC(=CS2)C3=N[C@@](CS3)(C(=O)N1)C)/C(=C/CCS)/F,0
552,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.08923
553,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,0.1082
554,6918837,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,0.0132
555,155511274,CCCNNC(=O)C1=CC=C(C=C1)OCC2=CC=CC=C2,0.1746
556,155516139,CCCNNC(=O)C1=CC=CC(=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,4.942
557,155517175,CCCNNC(=O)/C=C/C1=CC=C(C=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,0.0495
558,155520399,CCCCCCN(CCC)NC(=O)/C=C/C1=CC=C(C=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,9.835
559,155520741,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NN(CCCO)CCCO.C(=O)(C(F)(F)F)O,>10
560,155522601,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NN4CCCC4.C(=O)(C(F)(F)F)O,>10
561,155525662,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NNCCC(=O)OC.C(=O)(C(F)(F)F)O,4.214
562,155526247,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NNCCN.C(=O)(C(F)(F)F)O,>10
563,155527290,CCCCN(CCC)NC(=O)/C=C/C1=CC=C(C=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,3.222
564,155530932,CCCCCN(CCC)NC(=O)/C=C/C1=CC=C(C=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,7.316
565,155531159,CCCNNC(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2,0.4741
566,155537405,CCCN(CC)NC(=O)/C=C/C1=CC=C(C=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,8.071
