,ID,SMILES,IC50 (uM)
187,162664608,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)NC)NC(=O)C3=CN=CS3,0.0914
188,162665723,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)[C@H]3CC34CCN(CC4)CC,0.005
189,162506561,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,0.0197
190,162672814,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)C3CCOCC3,0.0738
191,162673504,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)N3CCOCC3)NC(=O)C4=CN=CS4,0.159
192,162675870,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)C(F)(F)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,0.0156
193,162676078,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=C(C=C(C=C2)F)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,0.155
194,162643144,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=CC=C2)C(=O)N)NC(=O)C3CN(C3)C,0.294
195,162644726,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C3=NOC=C3,0.558
196,162646027,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C34CCN(CC3)CC4,1.731
197,162646379,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)N)NC(=O)C3=CN=CS3,0.154
198,162647783,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)C3=CN=CC=C3)C#N)NC(=O)[C@H]4CC45CCN(CC5)C,0.077
199,162648396,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=CC=C2F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,0.566
200,162650292,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)[C@H]3CC34CCN(CC4)C,0.166
201,162651205,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=C(N=CC=C2)OC)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,2.112
202,162654809,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C3CN(C3)C,1.564
203,162655376,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)CN(C)C,1.605
204,162657873,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)CC,0.161
205,162658517,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC3=C(C=C2)N=C(C=C3)C)C#N)NC(=O)[C@H]4CC45CCN(CC5)C,0.105
206,162658869,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C3=CN=CS3,0.254
207,162660526,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC3=CN(N=C3C=C2)C)C#N)NC(=O)[C@H]4CC45CCN(CC5)C,0.247
208,162660603,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)NCCN(C)C)NC(=O)C3=CN=CS3,1.142
209,162661059,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC3=CC=CC=C3N=C2OC)C#N)NC(=O)[C@H]4CC45CCN(CC5)C,0.548
210,162663519,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)C3CN(C3)C,0.775
211,162664608,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)NC)NC(=O)C3=CN=CS3,0.57
212,162665723,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)[C@H]3CC34CCN(CC4)CC,0.193
213,162506561,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,0.233
214,162672814,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)C3CCOCC3,1.834
215,162673504,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)N3CCOCC3)NC(=O)C4=CN=CS4,2.729
216,162675870,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)C(F)(F)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,0.107
217,162676078,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=C(C=C(C=C2)F)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,1.233
218,162643144,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=CC=C2)C(=O)N)NC(=O)C3CN(C3)C,0.269
219,162644726,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C3=NOC=C3,2.726
220,162646027,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C34CCN(CC3)CC4,2.207
221,162646379,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)N)NC(=O)C3=CN=CS3,0.537
222,162647783,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)C3=CN=CC=C3)C#N)NC(=O)[C@H]4CC45CCN(CC5)C,0.055
223,162648396,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=CC=C2F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,1.162
224,162650292,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)[C@H]3CC34CCN(CC4)C,0.276
225,162651205,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=C(N=CC=C2)OC)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,1.669
226,162654809,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C3CN(C3)C,2.071
227,162655376,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)CN(C)C,3.532
228,162657873,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)CC,0.259
229,162658517,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC3=C(C=C2)N=C(C=C3)C)C#N)NC(=O)[C@H]4CC45CCN(CC5)C,0.097
230,162658869,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C3=CN=CS3,1.111
231,162660526,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC3=CN(N=C3C=C2)C)C#N)NC(=O)[C@H]4CC45CCN(CC5)C,0.322
232,162660603,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)NCCN(C)C)NC(=O)C3=CN=CS3,0.853
233,162661059,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC3=CC=CC=C3N=C2OC)C#N)NC(=O)[C@H]4CC45CCN(CC5)C,1.351
234,162663519,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)C3CN(C3)C,0.643
235,162664608,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)NC)NC(=O)C3=CN=CS3,1.804
236,162665723,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)[C@H]3CC34CCN(CC4)CC,0.165
237,162506561,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,0.409
238,162672814,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)C3CCOCC3,1.504
239,162673504,CCC(=O)CCCCCC(C1=C(N=C(N1)C2=CC=CC=C2)C(=O)N3CCOCC3)NC(=O)C4=CN=CS4,3.771
240,162675870,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)C(F)(F)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,0.175
241,162676078,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=C(C=C(C=C2)F)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,1.26
242,162646563,C1CC2=C(C1)C(=CC=C2)C(=O)NCCCC[C@@H](C3=NC=C(N3)C4=CC5=CC=CC=C5C=C4)NC(=O)C6=CN=CS6,>45
243,162647432,CNC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,>45
244,162647804,COC1=NC2=CC=CC=C2C=C1C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4SC)NC(=O)C5=CN=CS5,>45
245,162648180,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4S)NC(=O)C5=CN=CS5,18
246,162650166,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4N5C=CC=C5)NC(=O)C6=CN=CS6,>45
247,162650606,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4OCC(F)(F)F)NC(=O)C5=CN=CS5,>45
248,162651646,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=C4F)N)NC(=O)C5=CN=CS5,0.061
249,162652074,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4OC(F)(F)F)NC(=O)C5=CN=CS5,>45
250,162652548,COC1=CC=CC(=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5)O,>45
251,162652809,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4O)NC(=O)C5=CN=CS5,0.029
252,162653358,C1CC1C2=CC=CC=C2C(=O)NCCCC[C@@H](C3=NC=C(N3)C4=CC5=CC=CC=C5C=C4)NC(=O)C6=CN=CS6,29
253,162653743,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4C#N)NC(=O)C5=CN=CS5,>45
254,155289404,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=C4F)O)NC(=O)C5=CN=CS5,0.029
255,162657535,CS(=O)C1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,43
256,162658937,COC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,7.7
257,162661061,COC1=CC(=C(C=C1)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5)O,1.9
258,162661669,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4Cl)NC(=O)C5=CN=CS5,>45
259,155289405,CSC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,31
260,162661908,COC1=NC2=CC=CC=C2C=C1C3=NN=C(O3)[C@H](CCCCNC(=O)C4=CC=CC=C4SC)NC(=O)C5=CN=CS5,>45
261,162665019,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=N4)O)NC(=O)C5=CN=CS5,0.07
262,162667143,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=N4)N)NC(=O)C5=CN=CS5,>45
263,162667559,COC1=CC(=C(C=C1)O)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,0.76
264,162667926,CCC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,>45
265,162671545,COC1=C(C(=CC=C1)F)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,40
266,162672568,COC1=CC=CC(=C1O)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,>45
267,162673655,CN(C)C1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,>45
268,162674495,CCSC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,>45
269,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,0.613
270,162661379,COC1=CC(=CC(=C1)CNC2=NC(=NC3=C2C=CN3)NCC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)OC,0.481
271,162674252,COC1=CC=C(C=C1)CNC2=C3C=CN(C3=NC(=N2)N)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,0.407
272,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.034
273,145983855,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)CCC(=O)NO,0.1
274,162651817,C1=CC=C2C(=C1)C(=C3C=C(C=CC3=N2)OC(F)(F)F)NC4=CC=C(C=C4)C(=O)NO,0.67
275,162652310,COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC=C(C=C4)C(=O)NO,0.8
276,162652776,C1=CC=C2C(=C1)C(=CC=N2)NC3=CC=C(C=C3)C(=O)NO,0.6
277,162653512,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=CC(=C4)C(=O)NO,>40
278,162653917,COC1=CC2=NC3=CC=CC=C3C(=C2C(=C1OC)OC)NC4=CC=C(C=C4)C(=O)NO,0.81
279,162656473,C1=CC=C2C(=C1)C(=C3C=C(C=CC3=N2)F)NC4=CC=C(C=C4)C(=O)NO,0.25
280,162656816,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)CC(=O)NO,2.07
281,162659066,C1=CC=C(C=C1)COC2=CC3=C(C4=CC=CC=C4N=C3C=C2)NC5=CC=C(C=C5)C(=O)NO,3.5
282,162660161,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)C(=O)NO,0.55
283,162673723,C1=CC=C2C(=C1)C(=C3C=C(C=CC3=N2)Br)NC4=CC=C(C=C4)C(=O)NO,0.16
284,162677045,C1CCC2=NC3=CC=CC=C3C(=C2C1)NC4=CC=C(C=C4)C(=O)NO,40
285,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.091
286,162660161,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)C(=O)NO,1.57
287,162673723,C1=CC=C2C(=C1)C(=C3C=C(C=CC3=N2)Br)NC4=CC=C(C=C4)C(=O)NO,0.48
288,162660161,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)C(=O)NO,7.96
289,162660161,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)C(=O)NO,0
290,162673723,C1=CC=C2C(=C1)C(=C3C=C(C=CC3=N2)Br)NC4=CC=C(C=C4)C(=O)NO,0.58
291,162673723,C1=CC=C2C(=C1)C(=C3C=C(C=CC3=N2)Br)NC4=CC=C(C=C4)C(=O)NO,0
292,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.0456
293,137353054,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)O)N=NC5=NC=CS5,>10
294,162643761,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCC5=CC=C(C=C5)/C=C/C(=O)NO)N=NC6=NC=CS6,0.2437
295,162644191,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)NCCCCC(=O)NO)N=NC5=NC=CS5,0.2074
296,162653935,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)NCCCCCCC(=O)NO)N=NC5=NC=CS5,0.0988
297,162654446,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)N=O)NNC5=NC=CS5,0.5774
298,162655464,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCCCCC(=O)NO)N=NC5=NC=CS5,0.0408
299,162658370,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCCCC(=O)NO)N=NC5=NC=CS5,0.0758
300,162659199,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCC(=O)NO)N=NC5=NC=CS5,0.6748
301,162662919,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)NCCCCCC(=O)NO)N=NC5=NC=CS5,0.0875
302,162663695,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCC5=CC=C(C=C5)C(=O)NO)N=NC6=NC=CS6,0.085
303,162666047,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCCCCCC(=O)NO)N=NC5=NC=CS5,0.1352
304,3857348,C1=CC=C(C=C1)C2=CSC(=N2)N3C(=O)C(=C(N3)C4=CC=CC=C4)N=NC5=NC=CS5,>10
305,162669606,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)NCC5=CC=C(C=C5)/C=C/C(=O)NO)N=NC6=NC=CS6,1.3415
306,162673027,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)NCC5=CC=C(C=C5)C(=O)NO)N=NC6=NC=CS6,0.0628
307,162675394,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCCC(=O)NO)N=NC5=NC=CS5,0.1185
308,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.1289
309,3857348,C1=CC=C(C=C1)C2=CSC(=N2)N3C(=O)C(=C(N3)C4=CC=CC=C4)N=NC5=NC=CS5,
310,162673027,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)C(=O)NCC5=CC=C(C=C5)C(=O)NO)N=NC6=NC=CS6,0.1979
311,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,0.613
312,162664149,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CN3C=CC4=C(N=C(N=C43)N)NC5=CC(=C(C=C5)F)Cl,1.46
313,162664727,CC1=C(NN=C1)NC2=C3C(=NC(=N2)Cl)N(C=N3)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,0.739
314,162664919,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CN3C=NC4=C3N=C(N=C4Cl)N,0.761
315,162665210,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CN3C=CC4=C3N=C(N=C4Cl)Cl,6.51
316,162666240,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CN3C=NC4=C(N=C(N=C43)Cl)NC5=CC(=C(C=C5)F)Cl,3.78
317,162668663,COC1=CC(=CC(=C1)NC2=C3C(=NC(=N2)N)N(C=N3)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)OC,0.179
318,162670784,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CN3C=NC4=C(N=C(N=C43)N)NC5=CC(=C(C=C5)F)Cl,0.585
319,162671387,C1=CC(=CC=C1CN2C=CC3=C2N=C(N=C3Cl)N)C(=O)NC4=C(C=CC(=C4)F)N,1.15
320,162672667,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CN3C=NC4=C(N=C(N=C43)Cl)NC5=CC=C(C=C5)C(=O)NO,1.45
321,162647432,CNC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,>4
322,162648180,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4S)NC(=O)C5=CN=CS5,>40
323,162651646,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=C4F)N)NC(=O)C5=CN=CS5,0.84
324,162652548,COC1=CC=CC(=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5)O,>40
325,162652809,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4O)NC(=O)C5=CN=CS5,0.62
326,155289404,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=C4F)O)NC(=O)C5=CN=CS5,0.324
327,162658937,COC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,>40
328,162661061,COC1=CC(=C(C=C1)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5)O,>40
329,155289405,CSC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,>40
330,162665019,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=N4)O)NC(=O)C5=CN=CS5,22
331,162667143,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=C(C=CC=N4)N)NC(=O)C5=CN=CS5,>40
332,162667559,COC1=CC(=C(C=C1)O)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,40
333,162671545,COC1=C(C(=CC=C1)F)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,>40
334,162672568,COC1=CC=CC(=C1O)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,>40
335,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.08128
336,162663441,CC1=CC(=CC(=C1OCCCCCC(=O)NO)C)C2=NC3=C(C(=CC(=C3)OC)OC)C(=N2)N4CCN(CC4)C,0.09732
337,162671396,CC1=CC(=CC(=C1OCCCCCC(=O)NO)C)C2=NC3=C(C(=CC(=C3)OC)OC)C(=N2)N4CCS(=O)(=O)CC4,0.1359
338,162506662,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CN(C3=CC=CC=C32)C)NC(=O)[C@H]4CC45CCN(CC5)C,0.0029
339,162506897,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=NC=NN3C=C2)NC(=O)[C@H]4CC45CCN(CC5)C,0.35
340,162506674,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2)NC(=O)[C@H]4CC45CCN(CC5)C,0.0042
341,162649990,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(N=C(C=C2)C)OC)NC(=O)[C@H]3CC34CCN(CC4)C,0.019
342,162653738,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C(=NC=C2)N3CCOCC3)F)NC(=O)[C@H]4CC45CCN(CC5)C,0.179
343,162654159,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC(=O)N(CC2)C)NC(=O)[C@H]3CC34CCN(CC4)C,1.586
344,162654449,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CN=C(N=C2)OCC)NC(=O)[C@H]3CC34CCN(CC4)C,0.749
345,162654928,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CN=C(C=C2)C3=CN=CC=C3)NC(=O)[C@H]4CC45CCN(CC5)C,0.03
346,162655311,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC=C(C=C2)N3C(=CC(=N3)C)C)NC(=O)[C@H]4CC45CCN(CC5)C,0.064
347,162506733,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=C(C=CC=N3)N=C2)NC(=O)[C@H]4CC45CCN(CC5)C,0.161
348,162659197,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC=C(C=C2)C(=O)NC3CCOC3)NC(=O)[C@H]4CC45CCN(CC5)C,0.054
349,162662773,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=C(C=C2)NC4=CC=CC=C43)NC(=O)[C@H]5CC56CCN(CC6)C,0.0011
350,25067557,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO.Cl,0.0011
351,162659127,C1CN(CCC12CCN(C2)CC3=CNC4=CC=CC=C43)C5=NC=C(C=N5)C(=O)NO.Cl,0.0018
352,71462653,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=CC=C2,0.276
353,145971506,C1=CC=C(C=C1)NC(=O)N(CCCCO)CC2=CC=C(C=C2)C(=O)NO,0.268
354,154699463,C1=CC(=CC=C1CN)NC(=O)N(CCCCO)CC2=CC=C(C=C2)C(=O)NO,0.176
355,162657468,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)NC2=CC=C(C=C2)CN,0.281
356,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.166
357,162651274,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C(=O)N6CCN(CC6)C7=CC=C(C=C7)NC(=O)CCCCCCC(=O)NO,4.83
358,162640823,C1CN(CCC1CN[C@H]2C[C@@H]2C3=CC=CC=C3)CCCC4=CC=C(C=C4)C(=O)NO,3.95
359,130345472,C1CC2=C(C=CC(=C2)Cl)N(C1)CC3=CC=C(C=C3)C(=O)NO,0.282
